url	created_time	message	cleaned_message	emojis	mentions	names	message_tags	attachments	urls	date	day_week	Mon	Tue	Wed	Thur	Fri	Sat	winter	spring	summer	hour	morning	afternoon	evening	share	share_url	photo	photo_url	video	video_url	media_desc	thumbnail_url	link	link_url	total engagement	engagement rate	reactions	shares	comments	cleaned_text
https://www.facebook.com/1003344626383879/posts/2804681059583551/	2019-12-16T15:04:02+0000	"‘My Prince Charming turned into a monster’: Local woman survives sex trafficking 
#sextrafficking #texas"	['princ', 'charm', 'turn', 'monster', 'local', 'woman', 'surviv', 'sex', 'traffick']			['Prince Charming']	['Sextrafficking', 'texas']	[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2qZtq98&h=AT0FOZQGukZecRehOkNYC9wMZ3kzr6pTw_VbS-f6ZAuX8YYx30KXkyYzxMBH6_SPoDqJCWGpwhjYZ7N6POOioHcc0FU0IPuNTTqJMMsMl92QNVxpd28HuIAqnXHcSEbq&s=1', 'media_description': '‘My Prince Charming turned into a monster’: Local woman survives sex trafficking', 'thumbnail_url': None}]		2019-12-16	0	1	0	0	0	0	0	1	0	0	15	0	1	0	1	https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2qZtq98&h=AT0FOZQGukZecRehOkNYC9wMZ3kzr6pTw_VbS-f6ZAuX8YYx30KXkyYzxMBH6_SPoDqJCWGpwhjYZ7N6POOioHcc0FU0IPuNTTqJMMsMl92QNVxpd28HuIAqnXHcSEbq&s=1	0		0		['‘My Prince Charming turned into a monster’: Local woman survives sex trafficking']	[None]	0		95	215.61507039999998	45	47	3	
https://www.facebook.com/1003344626383879/posts/1767158136669187/	2018-02-22T21:17:37+0000	"It’s great seeing ❌ #enditmovement on Facebook, Instagram, and Twitter feeds today!
We are asking people to take it a step further. We need more than 2 or 3 days or a month out of the year that people come together and discuss human trafficking. We need it to be an everyday conversation. That can happen in many ways. Talk with your children about the dangers of social media, ask your local police department to come to your schools and talk about human trafficking. Research non profits in your area and volunteer. 
This is a heinous crime. As a community we need to protect the vulnerable that traffickers prey upon. Please keep the #Endit mindset 365 days a year not just today. 
#makeadifference"	['great', 'see', 'facebook', 'instagram', 'twitter', 'feed', 'today', 'ask', 'peopl', 'take', 'step', 'need', 'day', 'month', 'year', 'peopl', 'come', 'togeth', 'discuss', 'human', 'traffick', 'need', 'everyday', 'convers', 'happen', 'mani', 'way', 'talk', 'children', 'danger', 'social', 'media', 'ask', 'local', 'polic', 'depart', 'come', 'school', 'talk', 'human', 'traffick', 'research', 'non', 'profit', 'area', 'volunt', 'heinou', 'crime', 'commun', 'need', 'protect', 'vulner', 'traffick', 'prey', 'upon', 'pleas', 'keep', 'mindset', 'day', 'year', 'today']	['❌']			['enditmovement', 'endit', 'makeadifference']			2018-02-22	3	0	0	0	1	0	0	1	0	0	21	0	0	1	0		0		0		[]	[]	0		13	59.7976081	10	3	0	
https://www.facebook.com/1003344626383879/posts/1788054181246249/	2018-03-13T20:04:03+0000	What are our parents and schools doing to educate our kids about the real threat of human trafficking? Is it realized that more than half of human trafficking victims in the United States are minors?	['parent', 'school', 'educ', 'kid', 'real', 'threat', 'human', 'traffick', 'realiz', 'half', 'human', 'traffick', 'victim', 'unit', 'state', 'minor']					[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2Il2Bjv&h=AT0ULlml-I8uY8NPdW-p_3-yc-YpLpaiHs8A7fkiZtkaMljptesGmJH3x16vHQyJBWXSBYfjPliMjG8wMOjT0lYQQEB49udsebg2Xsu054jlT186A6sFlw4hVvg2LW8j&s=1', 'media_description': 'Clark County schools should teach kids about human trafficking', 'thumbnail_url': None}]		2018-03-13	1	0	1	0	0	0	0	0	1	0	20	0	0	1	1	https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2Il2Bjv&h=AT0ULlml-I8uY8NPdW-p_3-yc-YpLpaiHs8A7fkiZtkaMljptesGmJH3x16vHQyJBWXSBYfjPliMjG8wMOjT0lYQQEB49udsebg2Xsu054jlT186A6sFlw4hVvg2LW8j&s=1	0		0		['Clark County schools should teach kids about human trafficking']	[None]	0		8	36.46308113	5	3	0	
https://www.facebook.com/helperase/videos/1649284528456549/	2017-11-01T00:00:11+0000	"Celebrating the power to Speak Out! Part 2 of 4  
What message do we send when we don’t speak out? Silence is not always golden.  
#HelpErase"	['celebr', 'power', 'speak', 'part', 'messag', 'send', 'speak', 'silenc', 'alway', 'golden']				['helpERASE']	[{'media_type': 'video_direct_response', 'media_url': 'https://www.facebook.com/helperase/videos/1649284528456549/', 'media_description': None, 'thumbnail_url': None}]		2017-11-01	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0		0		1	https://www.facebook.com/helperase/videos/1649284528456549/	[None]	[None]	0		14	69.41001487	9	4	1	
https://www.facebook.com/helperase/photos/a.1066175113434163/1388198867898451/?type=3	2017-02-25T16:28:31+0000	Summit Live Panel on Child Trafficking. Q&A	['summit', 'live', 'panel', 'child', 'traffick', 'q']					[{'media_type': 'photo', 'media_url': 'https://www.facebook.com/helperase/photos/a.1066175113434163/1388198867898451/?type=3', 'media_description': 'Mobile Uploads', 'thumbnail_url': None}]		2017-02-25	5	0	0	0	0	0	1	1	0	0	16	0	1	0	0		1	https://www.facebook.com/helperase/photos/a.1066175113434163/1388198867898451/?type=3	0		['Mobile Uploads']	[None]	0		10	74.62686567	8	2	0	
https://www.facebook.com/1003344626383879/posts/1947116265340039/	2018-07-25T14:04:01+0000	"'A multi-agency sting operation aimed at detecting human trafficking led to the arrest of six people on prostitution charges"""	['multi-ag', 'sting', 'oper', 'aim', 'detect', 'human', 'traffick', 'led', 'arrest', 'six', 'peopl', 'prostitut', 'charg']					[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2Aauc72&h=AT1u29XkLVOL0QWWpwJWf0e6mXbTNBjZpKOavzc7IR1WU2-c2FcrGfGvIjBPbbghSG1-QKGrgKxERWE6fKXkQNaRTpEi5Hogg2mAsmUbobxxavbsR6W3Ftd6dtHEBw-u&s=1', 'media_description': 'Human trafficking sting nets 6 arrests in Knoxville, Lenoir City', 'thumbnail_url': None}]		2018-07-25	2	0	0	1	0	0	0	0	0	1	14	0	1	0	1	https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2Aauc72&h=AT1u29XkLVOL0QWWpwJWf0e6mXbTNBjZpKOavzc7IR1WU2-c2FcrGfGvIjBPbbghSG1-QKGrgKxERWE6fKXkQNaRTpEi5Hogg2mAsmUbobxxavbsR6W3Ftd6dtHEBw-u&s=1	0		0		['Human trafficking sting nets 6 arrests in Knoxville, Lenoir City']	[None]	0		39	152.4628616	22	16	1	
https://www.facebook.com/1003344626383879/posts/1477299815655022/	2017-05-17T00:07:00+0000							[{'media_type': 'share', 'media_url': 'http://l.facebook.com/l.php?u=http%3A%2F%2Fbuff.ly%2F2qseBqU&h=AT1slaqLYONJOom_Lc7JCw1dikTl6WqnUbT2Npj5euqNTRennzL_DI6D5PKhoqj_pvSIyLB1UGjBv8JZ55oz4BuhAiHT3WPI8UdO9GFMk-ol4aLL-F9rQ9qv09j1vmW3&s=1', 'media_description': 'State Takes Aim at Human Trafficking', 'thumbnail_url': None}]		2017-05-17	2	0	0	1	0	0	0	0	1	0	0	0	0	0	1	http://l.facebook.com/l.php?u=http%3A%2F%2Fbuff.ly%2F2qseBqU&h=AT1slaqLYONJOom_Lc7JCw1dikTl6WqnUbT2Npj5euqNTRennzL_DI6D5PKhoqj_pvSIyLB1UGjBv8JZ55oz4BuhAiHT3WPI8UdO9GFMk-ol4aLL-F9rQ9qv09j1vmW3&s=1	0		0		['State Takes Aim at Human Trafficking']	[None]	0		5	32.5732899	3	2	0	
https://www.facebook.com/1003344626383879/posts/1903973822987617/	2018-06-28T14:14:03+0000	"“But something like this changes people’s lives, something like this changes generations, something like this is about freeing people from bondage, freeing people from slavery, physically but also spiritually"""	['someth', 'like', 'chang', 'peopl', 'live', 'someth', 'like', 'chang', 'gener', 'someth', 'like', 'free', 'peopl', 'bondag', 'free', 'peopl', 'slaveri', 'physic', 'also', 'spiritu']					[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2tAZQ74&h=AT0a94OWWs_Q4pIgPn52_b08VfBcJcrfden8Tu1IRK0ycMaWn8UATEBAUomGVsyA9QduC7DyH_2xu03B1XjcO7o6dv1KQ3lcZ0OQR1zCXkAscqLzUmWdG8I_YoTiCdV2&s=1', 'media_description': 'Saints tight end Benjamin Watson continues to give back', 'thumbnail_url': None}]		2018-06-28	3	0	0	0	1	0	0	0	0	1	14	0	1	0	1	https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2tAZQ74&h=AT0a94OWWs_Q4pIgPn52_b08VfBcJcrfden8Tu1IRK0ycMaWn8UATEBAUomGVsyA9QduC7DyH_2xu03B1XjcO7o6dv1KQ3lcZ0OQR1zCXkAscqLzUmWdG8I_YoTiCdV2&s=1	0		0		['Saints tight end Benjamin Watson continues to give back']	[None]	0		2	8.399832003	2	0	0	
https://www.facebook.com/1003344626383879/posts/1569054596479543/	2017-08-06T13:14:01+0000	The harsh reality of human beings taken by force, or deceit, and treated as commerce to be bought and sold, is a scourge that may be as old as humanity itself.	['harsh', 'realiti', 'human', 'taken', 'forc', 'deceit', 'treat', 'commerc', 'bought', 'sold', 'scourg', 'may', 'old', 'human']					[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2uc6PGB&h=AT2OK9T7EIzQK-_35vKQ0n4CienWo6Y8Z61tvMPUZ40c7ehabuI5dfPltDU0Q56y7Fj-ulKuCTKKNLrv1OAzqF8ZjUn66rYXFPVjmTR-g9474AkCKMYkGK_wqUynHxb2&s=1', 'media_description': 'EDITORIAL -- Shining a light on human trafficking', 'thumbnail_url': None}]		2017-08-06	6	0	0	0	0	0	0	0	0	1	13	0	1	0	1	https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2uc6PGB&h=AT2OK9T7EIzQK-_35vKQ0n4CienWo6Y8Z61tvMPUZ40c7ehabuI5dfPltDU0Q56y7Fj-ulKuCTKKNLrv1OAzqF8ZjUn66rYXFPVjmTR-g9474AkCKMYkGK_wqUynHxb2&s=1	0		0		['EDITORIAL -- Shining a light on human trafficking']	[None]	0		3	15.96593933	3	0	0	
https://www.facebook.com/helperase/photos/a.1029649477086727/2261265047258491/?type=3	2019-02-27T15:04:02+0000	"Sgt. Kathy Stewart from Hamilton Police Service in Ontario, Canada working hard to make a difference in the lives of human trafficking victims. 
""Arrest is not the first priority,"" said Sgt. Kathy Stewart, who leads two other officers who work full time on Hamilton human trafficking cases. The real hope is always to rescue victims.” https://buff.ly/2U9Z8K7"	['sgt', 'kathi', 'stewart', 'hamilton', 'polic', 'servic', 'ontario', 'canada', 'work', 'hard', 'make', 'differ', 'live', 'human', 'traffick', 'victim', 'arrest', 'first', 'prioriti', 'said', 'sgt', 'kathi', 'stewart', 'lead', 'two', 'offic', 'work', 'full', 'time', 'hamilton', 'human', 'traffick', 'case', 'real', 'hope', 'alway', 'rescu', 'victim']			['Kathy Stewart', 'Kathy Stewart', 'Hamilton']	['Hamilton Police Service']	[{'media_type': 'photo', 'media_url': 'https://www.facebook.com/helperase/photos/a.1029649477086727/2261265047258491/?type=3', 'media_description': 'Timeline Photos', 'thumbnail_url': None}]	['https://buff.ly/2U9Z8K7']	2019-02-27	2	0	0	1	0	0	0	1	0	0	15	0	1	0	0		1	https://www.facebook.com/helperase/photos/a.1029649477086727/2261265047258491/?type=3	0		['Timeline Photos']	[None]	1	['https://buff.ly/2U9Z8K7']	51	160.32694119999996	30	16	5	
https://www.facebook.com/helperase/photos/a.1381766311875040/1341822959202709/?type=3	2017-01-10T13:38:11+0000	"Fact #10 Victims of sex or labor trafficking rarely self-identify themselves as victims when they come into contact with law enforcement and other social-service agencies. 

30 Facts ~ National Slavery and Human Trafficking Prevention Month
#Awareness #Prevention #Education #LawEnforcement"	['fact', 'victim', 'sex', 'labor', 'traffick', 'rare', 'self-identifi', 'victim', 'come', 'contact', 'law', 'enforc', 'social-servic', 'agenc', 'fact', 'nation', 'slaveri', 'human', 'traffick', 'prevent', 'month']				['awareness', 'prevention', 'education', 'lawenforcement']	[{'media_type': 'photo', 'media_url': 'https://www.facebook.com/helperase/photos/a.1381766311875040/1341822959202709/?type=3', 'media_description': '30 Facts about Human Trafficking', 'thumbnail_url': None}]		2017-01-10	1	0	1	0	0	0	0	1	0	0	13	0	1	0	0		1	https://www.facebook.com/helperase/photos/a.1381766311875040/1341822959202709/?type=3	0		['30 Facts about Human Trafficking']	[None]	0		20	165.7000829	7	13	0	
https://www.facebook.com/helperase/photos/a.1029649477086727/1473939699324367/?type=3	2017-05-13T13:41:03+0000	"A good life does not mean just good food, good clothes, good shelter. 
These are not sufficient.
A good motivation is what is needed—compassion, without dogmatism, 
without complicated philosophy—just understanding
that others are human brothers and sisters and respecting
their rights and human dignity. ~ Dalai Lama
#Compassion"	['good', 'life', 'mean', 'good', 'food', 'good', 'cloth', 'good', 'shelter', 'suffici', 'good', 'motiv', 'need', 'compass', 'without', 'dogmat', 'without', 'complic', 'philosophi', 'understand', 'human', 'brother', 'sister', 'respect', 'right', 'human', 'digniti', 'dalai', 'lama']			['Lama']	['compassion']	[{'media_type': 'photo', 'media_url': 'https://www.facebook.com/helperase/photos/a.1029649477086727/1473939699324367/?type=3', 'media_description': 'Timeline Photos', 'thumbnail_url': None}]		2017-05-13	5	0	0	0	0	0	1	0	1	0	13	0	1	0	0		1	https://www.facebook.com/helperase/photos/a.1029649477086727/1473939699324367/?type=3	0		['Timeline Photos']	[None]	0		3	19.58224543	1	2	0	
