,url,created_time,message,cleaned_message,emojis,mentions,names,message_tags,attachments,urls,original_date,total_engagement,engagement_rate,reactions,shares,comments,date,day_week,Mon,Tue,Wed,Thur,Fri,Sat,season,winter,spring,summer,hour,time_day,morning,afternoon,evening,emoji_num,mention_num,name_num,share,share_url,photo,photo_url,video,video_url,media_desc,thumbnail_url,link,face_present,key,engagement_rate_label,total_engagement_label,engagement_rate_label2,total_engagement_label2,engagement_rate_label3,total_engagement_label3,weighted_engagement,recovered,missing,asterisk,federal,special_day,face_vague,hashtag_num,weighted_engagement_label3,shares_label3
94,https://www.facebook.com/1003344626383879/posts/2206454392739557/,2019-01-23T15:04:03+0000,"""Three people are accused of kidnapping a Houston woman and forcing her into prostitution.""","['three', 'peopl', 'accus', 'kidnap', 'houston', 'woman', 'forc', 'prostitut']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2sBnVuk&h=AT0MsCcELM2stYbz5Ugaxdu-M1OdOYZ36oOx6D338vSn__dnazrnKTXhktlELH04YshO9oVt2VJpwmBUGoL5C_1F1ZRviiUYiEh4ydOTQ7KnsdKieTuDwTfHWMqYybyZ&s=1', 'media_description': '3 people arrested for human trafficking in Houston', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQHP30DO2ZH-Us0V&w=720&h=720&url=https%3A%2F%2Fcdns.abclocal.go.com%2Fcontent%2Fktrk%2Fimages%2Fcms%2Fautomation%2Fvod%2F011617-ewn-4pm-shelley-human-trafficking-vid.jpg&cfs=1&sx=502&sy=0&sw=720&sh=720&_nc_cb=1&_nc_hash=AQGzAqMl5NmEJzTK'}]",,"23 Jan, 2019 10:04",208,677.9661017000002,68,137,3,2019-01-23,2,0,0,1,0,0,0,0,1,0,0,10,1,1,0,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2sBnVuk&h=AT0MsCcELM2stYbz5Ugaxdu-M1OdOYZ36oOx6D338vSn__dnazrnKTXhktlELH04YshO9oVt2VJpwmBUGoL5C_1F1ZRviiUYiEh4ydOTQ7KnsdKieTuDwTfHWMqYybyZ&s=1,0,,0,,3 people arrested for human trafficking in Houston,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQHP30DO2ZH-Us0V&w=720&h=720&url=https%3A%2F%2Fcdns.abclocal.go.com%2Fcontent%2Fktrk%2Fimages%2Fcms%2Fautomation%2Fvod%2F011617-ewn-4pm-shelley-human-trafficking-vid.jpg&cfs=1&sx=502&sy=0&sw=720&sh=720&_nc_cb=1&_nc_hash=AQGzAqMl5NmEJzTK,0,1,32,2,2,2,2,1,1,173.25,0,0,0,0,1,0,0,1,1
112,https://www.facebook.com/1003344626383879/posts/1954042164647449/,2018-07-29T15:48:41+0000,,,,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.bbc.com%2Fnews%2Fuk-wales-44807348&h=AT0Wfv1WbxpIcRR3Fa3JQVV0udl8o6RG2rzACtan3tD7OIA54ypcztIYQY4XQeweLJ8CAGRKdQSI-l-i5MSS274-lbLolTeVWdln9Zv-AQdp8VjHJRW-_sXXOF9xCgr8&s=1', 'media_description': 'Child slaves aged two discovered in Wales', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQH4OnTtLndwF4-G&w=576&h=576&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQIM3H0sXkjv1m_8zTBSsMEKOrgQwu7GVn_hKmxvE1odbFWPpAVa8-IYa9nFif2oR2UPwBJISUJ5JBuwbVXPYnMDxd_u4LXL47dJVXacBzmumYTaSBnZ7QO18hi3CDYIB_kNfNclKhLAfAT-vDUbPGcP&cfs=1&_nc_cb=1&_nc_hash=AQF8OnOUOrSbBp3S'}]",,"29 Jul, 2018 11:48",205,794.5736433999998,61,141,3,2018-07-29,6,0,0,0,0,0,0,2,0,0,1,11,1,1,0,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.bbc.com%2Fnews%2Fuk-wales-44807348&h=AT0Wfv1WbxpIcRR3Fa3JQVV0udl8o6RG2rzACtan3tD7OIA54ypcztIYQY4XQeweLJ8CAGRKdQSI-l-i5MSS274-lbLolTeVWdln9Zv-AQdp8VjHJRW-_sXXOF9xCgr8&s=1,0,,0,,Child slaves aged two discovered in Wales,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQH4OnTtLndwF4-G&w=576&h=576&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQIM3H0sXkjv1m_8zTBSsMEKOrgQwu7GVn_hKmxvE1odbFWPpAVa8-IYa9nFif2oR2UPwBJISUJ5JBuwbVXPYnMDxd_u4LXL47dJVXacBzmumYTaSBnZ7QO18hi3CDYIB_kNfNclKhLAfAT-vDUbPGcP&cfs=1&_nc_cb=1&_nc_hash=AQF8OnOUOrSbBp3S,0,0,33,2,2,2,2,1,1,173.75,0,0,0,0,0,0,0,1,1
127,https://www.facebook.com/1003344626383879/posts/2584269598291366/,2019-09-02T20:10:34+0000,"Florida Court Deputy, Roger DeHart is walking 650 miles down the California Coast for human trafficking awareness. Conditions permitting, he will reach his end destination Sept 17 at University of San Diego. Currently, Roger is north of LA. Encouragement is welcomed. 😁
It would be great if LE Agencies or NGO's along the remainder of his journey met up to increase their community awareness on Human Trafficking. Last year Roger walked from Fl. to DC. 
https://buff.ly/2NKp7Y3","['florida', 'court', 'deputi', 'roger', 'dehart', 'walk', 'mile', 'california', 'coast', 'human', 'traffick', 'awar', 'condit', 'permit', 'reach', 'end', 'destin', 'sept', 'univers', 'san', 'diego', 'current', 'roger', 'north', 'la', 'encourag', 'welcom', 'would', 'great', 'le', 'agenc', 'ngo', 'along', 'remaind', 'journey', 'met', 'increas', 'commun', 'awar', 'human', 'traffick', 'last', 'year', 'roger', 'walk', 'fl', 'dc']",['😁'],,"['Roger DeHart', 'Roger', 'Roger', 'Fl']","['Roger DeHart', 'University of San Diego']","[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2NKp7Y3&h=AT01xeWo_ft2DE9gcmoL93YIas-vekJ-dQIemn2udMJraNO5m_YtNwI9EO7HiygcIYDSch2zkQXZvnslb8oYbJY4e4pXpf_xjxN6VGlgZDEST875-9mhuqStfs8_I07k&s=1', 'media_description': 'Florida Court Deputy Takes Steps to Fight the Human Trafficking Epidemic', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQFDlKtR3KssPkDO&w=300&h=300&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQKewZLlknhCpDfLcIw3bUuYXNnmX49biZ-aYsP3qNJ_xDwUmBz72-dAzUviSxj66JdgFpvzY6edgTvrZkMoIv0F_eiEKxdJQrgVzuHV09sPySPHcMVUucmUjuye7z09NoSCwBK-3b35wpUEip-AWH8L&cfs=1&_nc_cb=1&_nc_hash=AQFQ6x4WAKT_q6ZB'}]",['https://buff.ly/2NKp7Y3'],"02 Sep, 2019 16:10",204,554.6492659,149,51,4,2019-09-02,0,1,0,0,0,0,0,3,0,0,0,16,2,0,1,0,1,0,4,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2NKp7Y3&h=AT01xeWo_ft2DE9gcmoL93YIas-vekJ-dQIemn2udMJraNO5m_YtNwI9EO7HiygcIYDSch2zkQXZvnslb8oYbJY4e4pXpf_xjxN6VGlgZDEST875-9mhuqStfs8_I07k&s=1,0,,0,,Florida Court Deputy Takes Steps to Fight the Human Trafficking Epidemic,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQFDlKtR3KssPkDO&w=300&h=300&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQKewZLlknhCpDfLcIw3bUuYXNnmX49biZ-aYsP3qNJ_xDwUmBz72-dAzUviSxj66JdgFpvzY6edgTvrZkMoIv0F_eiEKxdJQrgVzuHV09sPySPHcMVUucmUjuye7z09NoSCwBK-3b35wpUEip-AWH8L&cfs=1&_nc_cb=1&_nc_hash=AQFQ6x4WAKT_q6ZB,1,1,34,2,2,2,2,1,1,128.5,0,0,0,0,0,1,2,1,1
172,https://www.facebook.com/1003344626383879/posts/2255235644528098/,2019-02-23T15:04:02+0000,"Epstein’s lawyers to put together a plea deal that required the financier to plead guilty to two prostitution charges and serve 13 months in prison, despite overwhelming evidence of a widespread pattern of sex trafficking and sexual assault, and 103 “Jane Doe” victims.","['epstein', 'lawyer', 'put', 'togeth', 'plea', 'deal', 'requir', 'financi', 'plead', 'guilti', 'two', 'prostitut', 'charg', 'serv', 'month', 'prison', 'despit', 'overwhelm', 'evid', 'widespread', 'pattern', 'sex', 'traffick', 'sexual', 'assault', 'jane', 'doe', 'victim']",,,['Jane Doe'],,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2Sjb0rp&h=AT2S0_wVS7nuwGtE_Udlai1kOhrdGgZnIBWjXG9HFzTpMT5IA8eu0ndv-ea9nyAirSKJx-X2bn_abIpZPH-EtAVMPXaZ4M8U5iT-4oID4LWkOVXYSt7SUjGfYcnzmW9I&s=1', 'media_description': 'Jeffrey Epstein sex trafficked underage girls and Trump’s secretary of Lalegally kept plea deal from victims', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQE6YLpO7HDS9VxI&w=720&h=720&url=https%3A%2F%2Fs.newsweek.com%2Fsites%2Fwww.newsweek.com%2Ffiles%2Fstyles%2Ffull%2Fpublic%2F2015%2F01%2F29%2Fclinton-and-epstein.jpg&cfs=1&sx=255&sy=0&sw=938&sh=938&_nc_cb=1&_nc_hash=AQGEoQXUWGErHNyU'}]",,"23 Feb, 2019 10:04",195,615.1419557999999,74,105,16,2019-02-23,5,0,0,0,0,0,1,0,1,0,0,10,1,1,0,0,0,0,1,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2Sjb0rp&h=AT2S0_wVS7nuwGtE_Udlai1kOhrdGgZnIBWjXG9HFzTpMT5IA8eu0ndv-ea9nyAirSKJx-X2bn_abIpZPH-EtAVMPXaZ4M8U5iT-4oID4LWkOVXYSt7SUjGfYcnzmW9I&s=1,0,,0,,Jeffrey Epstein sex trafficked underage girls and Trump’s secretary of Lalegally kept plea deal from victims,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQE6YLpO7HDS9VxI&w=720&h=720&url=https%3A%2F%2Fs.newsweek.com%2Fsites%2Fwww.newsweek.com%2Ffiles%2Fstyles%2Ffull%2Fpublic%2F2015%2F01%2F29%2Fclinton-and-epstein.jpg&cfs=1&sx=255&sy=0&sw=938&sh=938&_nc_cb=1&_nc_hash=AQGEoQXUWGErHNyU,0,1,35,2,2,2,2,1,1,154.0,0,0,0,0,0,0,0,1,1
9,https://www.facebook.com/1003344626383879/posts/2500195103365483/?substory_index=0,2019-07-18T01:27:55+0000,"Found Safe! Thank you to EVERYONE that shared, liked, commented and supported getting the message out! #prayforemma #prayforanna #socialmedia #ForGood","['found', 'safe', 'thank', 'everyon', 'share', 'like', 'comment', 'support', 'get', 'messag']",,,,"['prayforemma', 'prayforanna', 'socialmedia', 'forgood']","[{'media_type': 'photo', 'media_url': 'https://scontent-lax3-2.xx.fbcdn.net/v/t1.0-9/p720x720/67359251_2500195110032149_7272314951451017216_o.jpg?_nc_cat=107&ccb=1-3&_nc_sid=2d5d41&_nc_ohc=SvrWxRTTZZsAX8gDZnM&_nc_ht=scontent-lax3-2.xx&tp=6&oh=5fe65d2bf452c22c62599d1dbdf7f450&oe=606DD1C3', 'media_description': None, 'thumbnail_url': None}]",,"17 Jul, 2019 21:27",193,535.6647237999998,139,46,8,2019-07-18,3,0,0,0,1,0,0,2,0,0,1,21,3,0,0,1,0,0,0,0,,1,https://scontent-lax3-2.xx.fbcdn.net/v/t1.0-9/p720x720/67359251_2500195110032149_7272314951451017216_o.jpg?_nc_cat=107&ccb=1-3&_nc_sid=2d5d41&_nc_ohc=SvrWxRTTZZsAX8gDZnM&_nc_ht=scontent-lax3-2.xx&tp=6&oh=5fe65d2bf452c22c62599d1dbdf7f450&oe=606DD1C3,0,,,,0,1,36,2,2,2,2,1,1,121.5,0,0,0,0,0,0,4,1,1
138,https://www.facebook.com/1003344626383879/posts/2393844224000572/,2019-05-19T16:15:43+0000,"#Repost @stoptraffickingus
・・・
Right? Be an opportunity blocker and change the world.","['right', 'opportun', 'blocker', 'chang', 'world']",,['stoptraffickingus'],,['Repost'],"[{'media_type': 'photo', 'media_url': 'https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/p720x720/60801041_2393844227333905_1977988523214503936_o.jpg?_nc_cat=105&ccb=1-3&_nc_sid=2d5d41&_nc_ohc=aPZBKQ7PZ9YAX8MjSTV&_nc_ht=scontent-lax3-1.xx&tp=6&oh=3b165cfbfd25a1137dbe937d4ca2d1c6&oe=606DD9E7', 'media_description': None, 'thumbnail_url': None}]",,"19 May, 2019 12:15",192,583.9416057999998,122,69,1,2019-05-19,6,0,0,0,0,0,0,1,0,1,0,12,2,0,1,0,0,1,0,0,,1,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/p720x720/60801041_2393844227333905_1977988523214503936_o.jpg?_nc_cat=105&ccb=1-3&_nc_sid=2d5d41&_nc_ohc=aPZBKQ7PZ9YAX8MjSTV&_nc_ht=scontent-lax3-1.xx&tp=6&oh=3b165cfbfd25a1137dbe937d4ca2d1c6&oe=606DD9E7,0,,,,0,1,38,2,2,2,2,1,1,130.75,0,0,0,0,0,0,1,1,1
32,https://www.facebook.com/1003344626383879/posts/2939026329482356/,2020-02-17T21:10:04+0000,Victim advocacy officials said some parents are exploiting their own children and it’s often linked to drug activity.,"['victim', 'advocaci', 'offici', 'said', 'parent', 'exploit', 'children', 'often', 'link', 'drug', 'activ']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F32909qz&h=AT1_zZ2Z0JE1Uv0zyORfuAAcZUmsquVq9kt3HgvpcHlhKW7wlg61Q4R0OElMA00QH3U3YQ3LrI3u3v4EC7CC4jEvSbQ07lvAO6D_qNuLB1yz8RsiAjI6YNV3VVarI7xN&s=1', 'media_description': 'Officials: Parents selling own children into human trafficking', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQF4VXBEOBPsFUEd&w=555&h=555&url=http%3A%2F%2Fstatic-10.sinclairstoryline.com%2Fresources%2Fmedia%2Fca88999c-a265-4e3f-a093-05e4ec172bda-large16x9_humantrafficking.PNG%3F1580415633149&cfs=1&_nc_cb=1&_nc_hash=AQEqCYPIFzmeFupY'}]",,"17 Feb, 2020 16:10",192,406.1772795,99,84,9,2020-02-17,0,1,0,0,0,0,0,0,1,0,0,16,2,0,1,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F32909qz&h=AT1_zZ2Z0JE1Uv0zyORfuAAcZUmsquVq9kt3HgvpcHlhKW7wlg61Q4R0OElMA00QH3U3YQ3LrI3u3v4EC7CC4jEvSbQ07lvAO6D_qNuLB1yz8RsiAjI6YNV3VVarI7xN&s=1,0,,0,,Officials: Parents selling own children into human trafficking,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQF4VXBEOBPsFUEd&w=555&h=555&url=http%3A%2F%2Fstatic-10.sinclairstoryline.com%2Fresources%2Fmedia%2Fca88999c-a265-4e3f-a093-05e4ec172bda-large16x9_humantrafficking.PNG%3F1580415633149&cfs=1&_nc_cb=1&_nc_hash=AQEqCYPIFzmeFupY,0,0,37,2,2,2,2,1,1,140.25,0,0,0,0,0,0,0,1,1
161,https://www.facebook.com/1003344626383879/posts/2571550429563283/?substory_index=0,2019-08-26T20:10:00+0000,"Traffickers can be anyone.
“La Madame,” reportedly recruited up to 400 girls, many from poor backgrounds, 
#notforsale #stopthedemand #IGModel #pimplife #lifeinjail
https://buff.ly/2ZAG11X","['traffick', 'anyon', 'la', 'madam', 'reportedli', 'recruit', 'girl', 'mani', 'poor', 'background']",,,,"['NotForSale', 'stopthedemand', 'igmodel', 'pimplife', 'lifeinjail']","[{'media_type': 'photo', 'media_url': 'https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/p720x720/69458449_2571550436229949_2284504701154099200_o.jpg?_nc_cat=101&ccb=1-3&_nc_sid=da1649&_nc_ohc=31E5K_Zj2owAX-Fjvt3&_nc_ht=scontent-lax3-1.xx&tp=6&oh=93dd2c35699c9f3e1c2be3f750f1b2c2&oe=60708358', 'media_description': None, 'thumbnail_url': None}]",['https://buff.ly/2ZAG11X'],"26 Aug, 2019 16:10",185,502.8540364,115,60,10,2019-08-26,0,1,0,0,0,0,0,2,0,0,1,16,2,0,1,0,0,0,0,0,,1,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/p720x720/69458449_2571550436229949_2284504701154099200_o.jpg?_nc_cat=101&ccb=1-3&_nc_sid=da1649&_nc_ohc=31E5K_Zj2owAX-Fjvt3&_nc_ht=scontent-lax3-1.xx&tp=6&oh=93dd2c35699c9f3e1c2be3f750f1b2c2&oe=60708358,0,,,,1,1,39,2,2,2,2,1,1,125.0,0,0,0,0,0,0,5,1,1
11,https://www.facebook.com/1003344626383879/posts/2300907116627617/,2019-03-27T23:51:23+0000,"Two teenage girls were held captive in a sex trafficking ring that lawyers contend was operated out of three Philadelphia hotels — the Roosevelt Inn, Days Inn and North American Motor Inns.","['two', 'teenag', 'girl', 'held', 'captiv', 'sex', 'traffick', 'ring', 'lawyer', 'contend', 'oper', 'three', 'philadelphia', 'hotel', 'roosevelt', 'inn', 'day', 'inn', 'north', 'american', 'motor', 'inn']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2TYOWIl&h=AT26ahnsxZzkPWSZBLwX7BK9N2PquQKyHpQOxE0F-gyeef0GX-thiRK3dDw20I3dRWdOS28uDzjS1vIYPhud8gwmh_eOj779z8KfCWkfiyQ0Mxgi5VcuWIy9zgP76pi0&s=1', 'media_description': '‘Modern-Day Slavery’: 3 Philadelphia Hotels Sued For Allegedly Turning Blind Eye To Teen Sex Trafficking Ring', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQE2Fui4K8Etvw0Y&w=720&h=720&url=http%3A%2F%2Fcbsphilly.files.wordpress.com%2F2017%2F03%2Froosevelt-inn.jpg%3Fw%3D1500&cfs=1&_nc_cb=1&_nc_hash=AQFaqzBKx9rDyPXK'}]",,"27 Mar, 2019 19:51",181,563.8629283,87,90,4,2019-03-27,2,0,0,1,0,0,0,1,0,1,0,19,3,0,0,1,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2TYOWIl&h=AT26ahnsxZzkPWSZBLwX7BK9N2PquQKyHpQOxE0F-gyeef0GX-thiRK3dDw20I3dRWdOS28uDzjS1vIYPhud8gwmh_eOj779z8KfCWkfiyQ0Mxgi5VcuWIy9zgP76pi0&s=1,0,,0,,‘Modern-Day Slavery’: 3 Philadelphia Hotels Sued For Allegedly Turning Blind Eye To Teen Sex Trafficking Ring,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQE2Fui4K8Etvw0Y&w=720&h=720&url=http%3A%2F%2Fcbsphilly.files.wordpress.com%2F2017%2F03%2Froosevelt-inn.jpg%3Fw%3D1500&cfs=1&_nc_cb=1&_nc_hash=AQFaqzBKx9rDyPXK,0,0,41,2,2,2,2,1,1,136.5,0,0,0,0,0,0,0,1,1
150,https://www.facebook.com/helperase/videos/2649517525060079/,2019-07-16T02:22:54+0000,"***Update*** FoundSafe!
𝘾𝙧𝙞𝙩𝙞𝙘𝙖𝙡 𝙈𝙞𝙨𝙨𝙞𝙣𝙜: Sixteen year old Emma Stokes and Anna Frankman are 𝗠𝗶𝘀𝘀𝗶𝗻𝗴 from Colorado. Call 911 or 𝗖𝗿𝗶𝗺𝗲 𝗦𝘁𝗼𝗽𝗽𝗲𝗿𝘀 (𝗮𝗻𝗼𝗻𝘆𝗺𝗼𝘂𝘀) 𝗮𝘁 𝟳𝟮𝟬-𝟵𝟭𝟯-𝗦𝗧𝗢𝗣 (7867) #prayforEmma #prayforAnna Missing Poster in Comments","['updat', 'foundsaf', 'sixteen', 'year', 'old', 'emma', 'stoke', 'anna', 'frankman', 'colorado', 'call', '-', '-', 'miss', 'poster', 'comment']",,,"['Emma Stokes', 'Anna Frankman']","['prayforemma', 'prayforanna']","[{'media_type': 'video_direct_response', 'media_url': 'https://www.facebook.com/helperase/videos/2649517525060079/', 'media_description': 'Critical Missing Teens #prayforemma #prayforanna', 'thumbnail_url': 'https://scontent-lax3-1.xx.fbcdn.net/v/t15.5256-10/65814384_2649585101719988_1685553520108896256_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=ad6a45&_nc_ohc=djpVoGO1u1oAX_CrGhD&_nc_ht=scontent-lax3-1.xx&oh=ebd88263a320f7c59c5e2e732bbf34e2&oe=607127DA'}]",,"15 Jul, 2019 22:25",177,491.8032787,54,102,21,2019-07-16,1,0,1,0,0,0,0,2,0,0,1,22,3,0,0,1,0,0,2,0,,0,,1,https://www.facebook.com/helperase/videos/2649517525060079/,Critical Missing Teens #prayforemma #prayforanna,https://scontent-lax3-1.xx.fbcdn.net/v/t15.5256-10/65814384_2649585101719988_1685553520108896256_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=ad6a45&_nc_ohc=djpVoGO1u1oAX_CrGhD&_nc_ht=scontent-lax3-1.xx&oh=ebd88263a320f7c59c5e2e732bbf34e2&oe=607127DA,0,1,42,2,2,2,2,1,1,144.75,0,1,1,0,0,0,2,1,1
149,https://www.facebook.com/1003344626383879/posts/2094537497264581/,2018-11-07T04:58:25+0000,,,,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.newsobserver.com%2Fnews%2Flocal%2Farticle221139440.html&h=AT0vZKTs2kaFn_K1XRfyz8w93_AY0YiDwje1k5NZtabyCJ4NaVQ2Xjrs8HfI2_kfroMfV8FBL49TRbWUN3AyfjylkYvb2OAQWFga2dRrp2fZKPiIRvYf8p29pUe80nwb&s=1', 'media_description': 'Amber Alert: 13-year-old NC girl abducted from front yard while waiting to go to school', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQHjDmW1-eTHM8ui&w=641&h=641&url=https%3A%2F%2Fwww.newsobserver.com%2Flatest-news%2Ffazkob%2Fpicture221156035%2Falternates%2FLANDSCAPE_1140%2FhANIA.JPG&cfs=1&sx=140&sy=0&sw=641&sh=641&_nc_cb=1&_nc_hash=AQHjyYtKBvwLd6S7'}]",,"06 Nov, 2018 23:58",176,608.9965397999998,35,140,1,2018-11-07,2,0,0,1,0,0,0,3,0,0,0,23,3,0,0,1,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.newsobserver.com%2Fnews%2Flocal%2Farticle221139440.html&h=AT0vZKTs2kaFn_K1XRfyz8w93_AY0YiDwje1k5NZtabyCJ4NaVQ2Xjrs8HfI2_kfroMfV8FBL49TRbWUN3AyfjylkYvb2OAQWFga2dRrp2fZKPiIRvYf8p29pUe80nwb&s=1,0,,0,,Amber Alert: 13-year-old NC girl abducted from front yard while waiting to go to school,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQHjDmW1-eTHM8ui&w=641&h=641&url=https%3A%2F%2Fwww.newsobserver.com%2Flatest-news%2Ffazkob%2Fpicture221156035%2Falternates%2FLANDSCAPE_1140%2FhANIA.JPG&cfs=1&sx=140&sy=0&sw=641&sh=641&_nc_cb=1&_nc_hash=AQHjyYtKBvwLd6S7,0,1,43,2,2,2,2,1,1,158.25,0,0,0,0,0,0,0,1,1
114,https://www.facebook.com/1003344626383879/posts/2209488535769476/,2019-01-25T15:04:02+0000,"The search for a missing teenager from Bush led Florida law enforcement to rescue a missing Florida boy, and broke up a suspected human trafficking ring.","['search', 'miss', 'teenag', 'bush', 'led', 'florida', 'law', 'enforc', 'rescu', 'miss', 'florida', 'boy', 'broke', 'suspect', 'human', 'traffick', 'ring']",,,['Bush'],,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2W8A3Aq&h=AT1GW1Icj6EBWaTjMa0iKw_OAzOZIKiRcd1QPXj9d4AKnAAJp_GFK-41WguN4ooWgzmLYpq6_u-0FLRVlJgWJog5ZhF03Wz9uGb3H_5LlQi-Wvzc2bVi0mPhikd-Q1VL&s=1', 'media_description': ""Mother's search for her missing son leads police to bust alleged sex trafficking ring"", 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGWX3WNQZqTK6tb&w=641&h=641&url=https%3A%2F%2Fmedia.wwltv.com%2Fassets%2FWWL%2Fimages%2F36d3d624-68a5-47bc-9b01-b38dde111c6d%2F36d3d624-68a5-47bc-9b01-b38dde111c6d_1140x641.jpg&cfs=1&sx=288&sy=0&sw=641&sh=641&_nc_cb=1&_nc_hash=AQGYKaXo5wT3b8bk'}]",,"25 Jan, 2019 10:04",173,563.5179153,95,74,4,2019-01-25,4,0,0,0,0,1,0,0,1,0,0,10,1,1,0,0,0,0,1,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2W8A3Aq&h=AT1GW1Icj6EBWaTjMa0iKw_OAzOZIKiRcd1QPXj9d4AKnAAJp_GFK-41WguN4ooWgzmLYpq6_u-0FLRVlJgWJog5ZhF03Wz9uGb3H_5LlQi-Wvzc2bVi0mPhikd-Q1VL&s=1,0,,0,,Mother's search for her missing son leads police to bust alleged sex trafficking ring,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGWX3WNQZqTK6tb&w=641&h=641&url=https%3A%2F%2Fmedia.wwltv.com%2Fassets%2FWWL%2Fimages%2F36d3d624-68a5-47bc-9b01-b38dde111c6d%2F36d3d624-68a5-47bc-9b01-b38dde111c6d_1140x641.jpg&cfs=1&sx=288&sy=0&sw=641&sh=641&_nc_cb=1&_nc_hash=AQGYKaXo5wT3b8bk,0,1,44,2,2,2,2,1,1,124.5,0,1,0,0,1,0,0,1,1
